date,exchange_rate
06/08/2019,11787.99
09/08/2019,11996.41
12/08/2019,11566.84
15/08/2019,10016.96
18/08/2019,10214.52
21/08/2019,10760.56
24/08/2019,10405.81
27/08/2019,10360.28
30/08/2019,9484.55
02/09/2019,9769.79
05/09/2019,10584.16
08/09/2019,10487.21
11/09/2019,10101.03
14/09/2019,10363.9
17/09/2019,10265.63
20/09/2019,10275.88
23/09/2019,10033.05
26/09/2019,8432.23
29/09/2019,8225
02/10/2019,8322.92
05/10/2019,8155.48
08/10/2019,8212.02
11/10/2019,8586.9
14/10/2019,8283.76
17/10/2019,8002.51
20/10/2019,7960.04
23/10/2019,8026.76
26/10/2019,8666.79
28/10/2019,9218.76
31/10/2019,9147.98
03/11/2019,9206.16
06/11/2019,9343.34
09/11/2019,8809.41
12/11/2019,8801.52
15/11/2019,8457.69
18/11/2019,8175.99
21/11/2019,7617.07
24/11/2019,6907.4
27/11/2019,7523.83
30/11/2019,7557.72
03/12/2019,7296.77
06/12/2019,7547.19
09/12/2019,7337.42
12/12/2019,7189.16
15/12/2019,7111.14
18/12/2019,7284.29
21/12/2019,7143.2
24/12/2019,7250.69
27/12/2019,7243.93
30/12/2019,7219.6
02/01/2020,6944.33
05/01/2020,7351.57
08/01/2020,8042.65
11/01/2020,8021.49
14/01/2020,8842.42
17/01/2020,8900.34
20/01/2020,8626.47
23/01/2020,8388.11
26/01/2020,8588.42
29/01/2020,9279.81
01/02/2020,9378.09
04/02/2020,9162.14
07/02/2020,9807.54
10/02/2020,9854.79
13/02/2020,10242.43
16/02/2020,9937.67
19/02/2020,9604.72
22/02/2020,9669.63
25/02/2020,9309.15
28/02/2020,8712.35
02/03/2020,8912.82
05/03/2020,9067.39
08/03/2020,8039.38
11/03/2020,7936.65
14/03/2020,5166.26
17/03/2020,5357.61
20/03/2020,6226.44
23/03/2020,6502.16
26/03/2020,6763.75
30/03/2020,5885.41
02/04/2020,6652.87
05/04/2020,6871.69
08/04/2020,7205.55
11/04/2020,6873.24
14/04/2020,6857.66
17/04/2020,7112.27
20/04/2020,7130.04
23/04/2020,7130.99
26/04/2020,7549.52
29/04/2020,7765.33
02/05/2020,8824.66
05/05/2020,8885.93
08/05/2020,10002.48
11/05/2020,8754.46
14/05/2020,9305.93
17/05/2020,9385.7
20/05/2020,9785.74
23/05/2020,9167.26
26/05/2020,8899.66
29/05/2020,9569.21
01/06/2020,9450.84
04/06/2020,9658.04
07/06/2020,9670.43
10/06/2020,9775.15
13/06/2020,9459.97
16/06/2020,9426.7
19/06/2020,9380.03
22/06/2020,9284.78
25/06/2020,9276.58
28/06/2020,9004.23
01/07/2020,9133.97
04/07/2020,9072.42
07/07/2020,9348.91
10/07/2020,9238.04
13/07/2020,9295.9
16/07/2020,9193.51
19/07/2020,9174.71
22/07/2020,9392.66
25/07/2020,9551.28
28/07/2020,11042.4
31/07/2020,11114.93
03/08/2020,11077.77
06/08/2020,11750.28
09/08/2020,11767.6
12/08/2020,11392.43
15/08/2020,11774.38
18/08/2020,12293.72
21/08/2020,11865.82
24/08/2020,11653.02
27/08/2020,11467.37
30/08/2020,11481.64
02/09/2020,11923.25
05/09/2020,10467.89
08/09/2020,10367.74
11/09/2020,10352.66
14/09/2020,10330.77
17/09/2020,10948.43
20/09/2020,11081.43
23/09/2020,10532.22
26/09/2020,10692.84
29/09/2020,10692.33
02/10/2020,10619.24
05/10/2020,10673.46
08/10/2020,10670.8
11/10/2020,11302.67
14/10/2020,11428.24
17/10/2020,11327.57
20/10/2020,11758.16
23/10/2020,12990.25
25/10/2020,13036.77
28/10/2020,13289
31/10/2020,13810.32
03/11/2020,14023.31
06/11/2020,15595.77
09/11/2020,15328.53
12/11/2020,16295.57
15/11/2020,15968.16
18/11/2020,17798.45
21/11/2020,18699.75
24/11/2020,19172.52
27/11/2020,17138.87
30/11/2020,19709.73
03/12/2020,19454.54
06/12/2020,19377.66
09/12/2020,18554.15
12/12/2020,18803.44
15/12/2020,19439.75
18/12/2020,23150.79
21/12/2020,22745.48
24/12/2020,23715.53
27/12/2020,26246.58
30/12/2020,28856.59
02/01/2021,32195.46
05/01/2021,34046.67
08/01/2021,40670.25
11/01/2021,35544.94
14/01/2021,39158.47
17/01/2021,35793.01
20/01/2021,35538.98
23/01/2021,32099.74
26/01/2021,32541.8
29/01/2021,34314.26
01/02/2021,33522.9
04/02/2021,37002.09
07/02/2021,38928.1
10/02/2021,44878.17
13/02/2021,47185.19
16/02/2021,49160.1
19/02/2021,55916.5
22/02/2021,54123.4
25/02/2021,46800.42
28/02/2021,45113.92
03/03/2021,50477.7
06/03/2021,48881.59
09/03/2021,54881.52
12/03/2021,57253.28
15/03/2021,55754.72
18/03/2021,57665.9
21/03/2021,57411.17
24/03/2021,52508.23
27/03/2021,55863.93
31/03/2021,58730.13
03/04/2021,59031.32
06/04/2021,59054.1
09/04/2021,58048.59
12/04/2021,59964.87
15/04/2021,62969.12
18/04/2021,60087.09
21/04/2021,56507.91
24/04/2021,51153.13
27/04/2021,54056.64
30/04/2021,53584.15
03/05/2021,56610.46
06/05/2021,57473.23
09/05/2021,58928.81
12/05/2021,56750
15/05/2021,49922.52
18/05/2021,43596.24
21/05/2021,40784.32
24/05/2021,34754.54
27/05/2021,39266.04
30/05/2021,34647.67
02/06/2021,36662.64
05/06/2021,36885.51
08/06/2021,33514.87
11/06/2021,36704.57
14/06/2021,39066.82
17/06/2021,38324.87
20/06/2021,35524.17
23/06/2021,32447.59
26/06/2021,31640.58
29/06/2021,34456.67
02/07/2021,33536.88
05/07/2021,35309.3
08/07/2021,33839.04
11/07/2021,33515.57
14/07/2021,32686.56
17/07/2021,31421.25
20/07/2021,30815.94
23/07/2021,32297.89
26/07/2021,35365.2
29/07/2021,40002.53
01/08/2021,41659.06
04/08/2021,38138
07/08/2021,42825.95
10/08/2021,46333.46
13/08/2021,44417.78
16/08/2021,47056.41
19/08/2021,44777.86
22/08/2021,48932.02
25/08/2021,47744.58
28/08/2021,49056.86
31/08/2021,47074.77
03/09/2021,49329.01
06/09/2021,51769.06
09/09/2021,46078.38
12/09/2021,45144.79
15/09/2021,47072.12
18/09/2021,47263.6
21/09/2021,42901.56
24/09/2021,44888.96
27/09/2021,43182.63
30/09/2021,41522.38
03/10/2021,47727.1
06/10/2021,51505.83
09/10/2021,53867.3
12/10/2021,57452.01
15/10/2021,57397.74
18/10/2021,61546.21
21/10/2021,66063.56
24/10/2021,61277.28
27/10/2021,60345.17
30/10/2021,62249.18
01/11/2021,61029.5
04/11/2021,61441.83
07/11/2021,63293.22
10/11/2021,64976.73
13/11/2021,64420.94
16/11/2021,60172.26
19/11/2021,58133.02
22/11/2021,56301.52
25/11/2021,58935.45
28/11/2021,57292.28
01/12/2021,57229.76
04/12/2021,49253.86
07/12/2021,50645.41
10/12/2021,47137.46
13/12/2021,46757.09
16/12/2021,47658.38
19/12/2021,46689.28
22/12/2021,48628.35
25/12/2021,50470.89
28/12/2021,47601.26
31/12/2021,46249.56
03/01/2022,46441.99
06/01/2022,43120.63
09/01/2022,41864.44
12/01/2022,43926
15/01/2022,43146.53
18/01/2022,42381.48
21/01/2022,36480.85
24/01/2022,36678.82
27/01/2022,37146.85
30/01/2022,37918.62
02/02/2022,36912.68
05/02/2022,41435.43
08/02/2022,44133.28
11/02/2022,42401.27
14/02/2022,42580.94
17/02/2022,40565.69
20/02/2022,38382.32
23/02/2022,37291.48
26/02/2022,39103.91
01/03/2022,44418.83
04/03/2022,39141.25
07/03/2022,38032.5
10/03/2022,39437.89
13/03/2022,37820.39
16/03/2022,41133.08
19/03/2022,42222.32
22/03/2022,42372.67
25/03/2022,44334.33
29/03/2022,47115.93
